2017081918 240.558792 -39.440559 1.582400e+01 & 2.405392e+02 & -3.966296e+01 & 2.630070e+01 & 2.400735e+02 & -3.903807e+01 & 2.059843e+01 & 2.402157e+02 & -3.852777e+01 & 1.806473e+01 & 2.411004e+02 & -3.759788e+01 & 1.509791e+01 & 2.413564e+02 & -3.446404e+01 & 1.964339e+01 & 2.405194e+02 & -3.483086e+01 & 2.165263e+01 & 2.405417e+02 & -3.961655e+01 & 9.707011e+02 & 2.383594e+02 & -4.105254e+01 & 2.569983e+01 & 
2017082000 241.580032 -39.713669 1.673442e+01 & 2.412542e+02 & -3.981290e+01 & 2.755568e+01 & 2.413445e+02 & -3.933633e+01 & 2.250093e+01 & 2.416510e+02 & -3.885730e+01 & 1.942057e+01 & 2.437811e+02 & -3.903664e+01 & 1.638485e+01 & 2.463674e+02 & -3.788432e+01 & 2.129832e+01 & 2.460135e+02 & -3.750970e+01 & 2.363169e+01 & 2.412200e+02 & -3.961855e+01 & 9.677516e+02 & 2.411719e+02 & -3.824553e+01 & 2.609125e+01 & 
2017082006 243.646393 -39.783260 1.386040e+01 & 2.430870e+02 & -3.964180e+01 & 2.275469e+01 & 2.440497e+02 & -3.952283e+01 & 1.821477e+01 & 2.450195e+02 & -3.978679e+01 & 1.664351e+01 & 2.460145e+02 & -4.024600e+01 & 1.492160e+01 & 2.485851e+02 & -3.899268e+01 & 1.496373e+01 & 2.487967e+02 & -3.892027e+01 & 1.976407e+01 & 2.437796e+02 & -3.962410e+01 & 9.759246e+02 & 2.446875e+02 & -3.824553e+01 & 2.662068e+01 & 
2017082012 247.464539 -39.999973 1.145392e+01 & 2.471897e+02 & -3.993451e+01 & 1.802448e+01 & 2.476436e+02 & -3.971394e+01 & 1.599966e+01 & 2.486680e+02 & -3.981572e+01 & 1.203982e+01 & 1.000000e+25 & 1.000000e+25 & 6.060459e+00 & 1.000000e+25 & 1.000000e+25 & 5.553250e+00 & 2.512972e+02 & -4.001521e+01 & 1.883959e+01 & 2.479181e+02 & -4.016118e+01 & 9.796221e+02 & 2.475000e+02 & -3.824553e+01 & 2.481825e+01 & 
2017082018 252.286942 -40.735241 1.068898e+01 & 2.524450e+02 & -4.070242e+01 & 2.002189e+01 & 2.522383e+02 & -4.073407e+01 & 1.447717e+01 & 2.522705e+02 & -4.103070e+01 & 1.129440e+01 & 2.499650e+02 & -4.214608e+01 & 8.207081e+00 & 2.450400e+02 & -4.210146e+01 & 1.238856e+01 & 2.442440e+02 & -4.271939e+01 & 1.566587e+01 & 2.527162e+02 & -4.100210e+01 & 9.798759e+02 & 2.510156e+02 & -4.175429e+01 & 2.147896e+01 & 
2017082100 257.077576 -41.504940 1.032093e+01 & 2.576681e+02 & -4.163039e+01 & 2.040574e+01 & 2.569821e+02 & -4.190571e+01 & 1.384943e+01 & 2.562103e+02 & -4.193549e+01 & 9.003901e+00 & 2.528449e+02 & -4.227131e+01 & 1.001262e+01 & 2.523304e+02 & -4.241875e+01 & 1.275994e+01 & 2.526791e+02 & -4.299909e+01 & 1.398110e+01 & 2.581661e+02 & -4.207508e+01 & 9.757136e+02 & 2.587500e+02 & -4.035078e+01 & 2.063336e+01 & 
2017082106 262.511780 -42.448269 1.083772e+01 & 2.630863e+02 & -4.238960e+01 & 1.985801e+01 & 2.619867e+02 & -4.262096e+01 & 1.562668e+01 & 2.611641e+02 & -4.301168e+01 & 1.226603e+01 & 2.572920e+02 & -4.186370e+01 & 1.144016e+01 & 2.582756e+02 & -4.250511e+01 & 1.451457e+01 & 2.590758e+02 & -4.354689e+01 & 1.420124e+01 & 2.637857e+02 & -4.317078e+01 & 9.716497e+02 & 2.615625e+02 & -4.315779e+01 & 2.082948e+01 & 
2017082112 267.971619 -43.744896 1.197979e+01 & 2.684572e+02 & -4.359939e+01 & 1.999917e+01 & 2.676385e+02 & -4.378960e+01 & 1.717282e+01 & 2.667891e+02 & -4.397180e+01 & 1.529589e+01 & 2.660781e+02 & -4.335852e+01 & 1.330173e+01 & 2.638067e+02 & -4.238352e+01 & 1.399278e+01 & 2.653209e+02 & -4.410539e+01 & 1.339901e+01 & 2.694857e+02 & -4.461377e+01 & 9.654335e+02 & 2.692969e+02 & -4.175429e+01 & 2.129224e+01 & 
2017082118 273.709534 -45.253601 1.225272e+01 & 2.743181e+02 & -4.534073e+01 & 1.973499e+01 & 2.735839e+02 & -4.528431e+01 & 1.814490e+01 & 2.728937e+02 & -4.508909e+01 & 1.714906e+01 & 2.727847e+02 & -4.479985e+01 & 1.500550e+01 & 2.733559e+02 & -4.435277e+01 & 1.559821e+01 & 2.733132e+02 & -4.483369e+01 & 1.366329e+01 & 2.749178e+02 & -4.623830e+01 & 9.609612e+02 & 2.756250e+02 & -4.245604e+01 & 2.182092e+01 & 
2017082200 279.327362 -46.723232 1.308632e+01 & 2.797282e+02 & -4.709004e+01 & 2.118224e+01 & 2.793786e+02 & -4.704816e+01 & 1.921847e+01 & 2.791225e+02 & -4.648631e+01 & 1.852972e+01 & 2.794167e+02 & -4.604369e+01 & 1.926091e+01 & 2.799355e+02 & -4.605962e+01 & 1.939201e+01 & 2.802307e+02 & -4.641571e+01 & 1.589132e+01 & 2.802253e+02 & -4.813617e+01 & 9.556461e+02 & 2.819531e+02 & -4.526305e+01 & 2.291833e+01 & 
TRACK_ID  4331 START_TIME 2017083112
POINT_NUM  8
2017083112 178.787003 -43.809105 1.030155e+01 & 1.783597e+02 & -4.392079e+01 & 1.700767e+01 & 1.781478e+02 & -4.394236e+01 & 1.551456e+01 & 1.782978e+02 & -4.392829e+01 & 1.395944e+01 & 1.792018e+02 & -4.376152e+01 & 1.157025e+01 & 1.799103e+02 & -4.203782e+01 & 1.237711e+01 & 1.809787e+02 & -4.383263e+01 & 1.016563e+01 & 1.790130e+02 & -4.408096e+01 & 1.001092e+03 & 1.764844e+02 & -4.526305e+01 & 1.992569e+01 & 
2017083118 178.211182 -44.214725 9.604983e+00 & 1.776523e+02 & -4.422682e+01 & 1.738781e+01 & 1.776549e+02 & -4.411449e+01 & 1.509162e+01 & 1.780764e+02 & -4.415723e+01 & 1.496666e+01 & 1.786691e+02 & -4.435059e+01 & 1.448899e+01 & 1.795655e+02 & -4.472007e+01 & 1.395134e+01 & 1.805665e+02 & -4.519312e+01 & 1.366451e+01 & 1.778816e+02 & -4.415884e+01 & 1.002489e+03 & 1.750781e+02 & -4.456129e+01 & 1.810588e+01 & 
2017090100 177.527603 -44.398762 9.109630e+00 & 1.771069e+02 & -4.412888e+01 & 1.637538e+01 & 1.772135e+02 & -4.413496e+01 & 1.465240e+01 & 1.776621e+02 & -4.436377e+01 & 1.384464e+01 & 1.780714e+02 & -4.485308e+01 & 1.285038e+01 & 1.788530e+02 & -4.529203e+01 & 1.243101e+01 & 1.800606e+02 & -4.561956e+01 & 1.121482e+01 & 1.772603e+02 & -4.432655e+01 & 1.003053e+03 & 1.778906e+02 & -4.877180e+01 & 1.981214e+01 & 
2017090106 177.424591 -44.772678 9.025381e+00 & 1.772980e+02 & -4.453161e+01 & 1.675150e+01 & 1.774273e+02 & -4.441452e+01 & 1.494479e+01 & 1.775498e+02 & -4.480605e+01 & 1.331723e+01 & 1.778413e+02 & -4.511608e+01 & 1.152352e+01 & 1.792858e+02 & -4.570779e+01 & 1.060109e+01 & 1.802617e+02 & -4.576461e+01 & 1.063117e+01 & 1.772964e+02 & -4.453683e+01 & 1.000326e+03 & 1.750781e+02 & -4.245604e+01 & 1.639198e+01 & 
2017090112 177.381866 -44.941380 8.469988e+00 & 1.774418e+02 & -4.470173e+01 & 1.406720e+01 & 1.774385e+02 & -4.471026e+01 & 1.325882e+01 & 1.774331e+02 & -4.473055e+01 & 1.202257e+01 & 1.776125e+02 & -4.446970e+01 & 1.021583e+01 & 1.773827e+02 & -4.337756e+01 & 7.689602e+00 & 1.770963e+02 & -4.237818e+01 & 4.735775e+00 & 1.774235e+02 & -4.495764e+01 & 1.001374e+03 & 1.743750e+02 & -4.315779e+01 & 1.712451e+01 & 
2017090118 177.822388 -45.541481 8.329937e+00 & 1.780805e+02 & -4.554081e+01 & 1.419231e+01 & 1.782034e+02 & -4.534018e+01 & 1.327817e+01 & 1.781306e+02 & -4.525879e+01 & 1.219286e+01 & 1.783230e+02 & -4.494674e+01 & 1.055199e+01 & 1.792701e+02 & -4.410235e+01 & 8.964142e+00 & 1.787897e+02 & -4.378798e+01 & 4.726358e+00 & 1.778713e+02 & -4.563932e+01 & 1.001111e+03 & 1.743750e+02 & -4.315779e+01 & 1.590111e+01 & 
2017090200 178.073074 -46.009354 7.801627e+00 & 1.781615e+02 & -4.563646e+01 & 1.367708e+01 & 1.783372e+02 & -4.590110e+01 & 1.243405e+01 & 1.784589e+02 & -4.589756e+01 & 1.195560e+01 & 1.784530e+02 & -4.593148e+01 & 1.086560e+01 & 1.801659e+02 & -4.593871e+01 & 9.053900e+00 & 1.820335e+02 & -4.472247e+01 & 6.826696e+00 & 1.781983e+02 & -4.601036e+01 & 1.001571e+03 & 1.750781e+02 & -4.596480e+01 & 1.495988e+01 & 
2017090206 178.266846 -46.324940 6.464316e+00 & 1.781177e+02 & -4.570987e+01 & 1.161104e+01 & 1.785201e+02 & -4.609055e+01 & 1.111263e+01 & 1.786769e+02 & -4.634089e+01 & 1.083543e+01 & 1.788993e+02 & -4.675812e+01 & 1.062097e+01 & 1.803839e+02 & -4.685185e+01 & 9.576427e+00 & 1.813132e+02 & -4.621627e+01 & 6.299984e+00 & 1.785535e+02 & -4.610180e+01 & 1.000769e+03 & 1.750781e+02 & -4.315779e+01 & 1.288818e+01 & 
TRACK_ID  5086 START_TIME 2017090700
POINT_NUM  13
2017090700 86.480698 -5.785635 3.786112e+00 & 8.666498e+01 & -6.794529e+00 & 8.346498e+00 & 8.596481e+01 & -6.434363e+00 & 6.081378e+00 & 8.417121e+01 & -6.488523e+00 & 3.840258e+00 & 8.246032e+01 & -7.171870e+00 & 4.122401e+00 & 8.164912e+01 & -7.403596e+00 & 3.825436e+00 & 8.192019e+01 & -4.563082e+00 & 1.481575e+00 & 8.636605e+01 & -7.097390e+00 & 1.005458e+03 & 8.578125e+01 & -8.070160e+00 & 1.532852e+01 & 
2017090706 85.168816 -5.839976 4.013921e+00 & 8.564082e+01 & -6.681799e+00 & 8.899487e+00 & 8.509333e+01 & -6.365138e+00 & 6.111985e+00 & 8.348331e+01 & -6.410323e+00 & 4.519216e+00 & 8.160857e+01 & -7.182914e+00 & 4.358116e+00 & 7.974344e+01 & -8.302476e+00 & 4.043330e+00 & 8.051881e+01 & -7.986102e+00 & 1.854425e+00 & 8.539316e+01 & -6.959563e+00 & 1.007125e+03 & 8.507812e+01 & -8.070160e+00 & 1.623501e+01 & 
2017090712 84.543304 -5.732472 4.673159e+00 & 8.497893e+01 & -6.552702e+00 & 7.742161e+00 & 8.416927e+01 & -6.267182e+00 & 5.967121e+00 & 8.332181e+01 & -5.923656e+00 & 6.115462e+00 & 8.094147e+01 & -6.980798e+00 & 5.560101e+00 & 7.917278e+01 & -8.381433e+00 & 6.833689e+00 & 7.898936e+01 & -8.310493e+00 & 6.042642e+00 & 8.496191e+01 & -6.627951e+00 & 1.006422e+03 & 8.437500e+01 & -8.771913e+00 & 1.269090e+01 & 
2017090718 84.502754 -5.320035 4.559271e+00 & 8.500065e+01 & -6.403038e+00 & 7.647851e+00 & 8.424946e+01 & -5.298910e+00 & 5.780356e+00 & 8.342323e+01 & -5.056713e+00 & 5.782875e+00 & 8.057694e+01 & -6.246930e+00 & 5.719460e+00 & 7.791245e+01 & -8.544151e+00 & 5.799110e+00 & 7.863572e+01 & -8.614759e+00 & 6.591107e+00 & 8.470602e+01 & -6.405922e+00 & 1.009364e+03 & 8.507812e+01 & -8.771913e+00 & 1.364810e+01 & 
2017090800 85.021912 -5.231256 4.723988e+00 & 8.459535e+01 & -6.529800e+00 & 8.330539e+00 & 8.568325e+01 & -4.392859e+00 & 6.069298e+00 & 8.543694e+01 & -4.424113e+00 & 5.366691e+00 & 8.717273e+01 & -4.461428e+00 & 4.569092e+00 & 8.641037e+01 & -5.707212e+00 & 2.969622e+00 & 8.907735e+01 & -6.538565e+00 & 1.970291e+00 & 8.432468e+01 & -6.674297e+00 & 1.007599e+03 & 8.648438e+01 & -8.771913e+00 & 1.259128e+01 & 
2017090806 84.933205 -5.185893 4.993659e+00 & 8.393426e+01 & -6.596196e+00 & 8.699068e+00 & 8.646854e+01 & -4.623469e+00 & 6.184319e+00 & 8.571629e+01 & -4.305461e+00 & 5.767196e+00 & 8.523343e+01 & -5.878028e+00 & 4.179442e+00 & 8.319222e+01 & -6.818181e+00 & 4.063068e+00 & 8.230361e+01 & -7.958504e+00 & 2.755003e+00 & 8.452031e+01 & -5.362712e+00 & 1.008768e+03 & 8.367188e+01 & -8.070160e+00 & 1.497103e+01 & 
2017090812 84.079819 -5.575058 5.440191e+00 & 8.359579e+01 & -6.295481e+00 & 9.749511e+00 & 8.194328e+01 & -6.325179e+00 & 7.546610e+00 & 7.938342e+01 & -6.765316e+00 & 5.939532e+00 & 7.760117e+01 & -7.230937e+00 & 4.358106e+00 & 7.449203e+01 & -7.884815e+00 & 4.532196e+00 & 7.311596e+01 & -7.507191e+00 & 5.166405e+00 & 8.310352e+01 & -6.581456e+00 & 1.006596e+03 & 8.156250e+01 & -5.964901e+00 & 1.217791e+01 & 
2017090818 83.480637 -5.525210 6.395241e+00 & 8.305398e+01 & -6.173974e+00 & 1.074575e+01 & 8.180771e+01 & -5.801711e+00 & 8.312647e+00 & 7.884438e+01 & -6.543285e+00 & 5.901917e+00 & 7.613961e+01 & -8.993688e+00 & 4.781604e+00 & 7.675179e+01 & -7.280125e+00 & 3.177948e+00 & 7.804133e+01 & -6.996958e+00 & 2.943879e+00 & 8.249248e+01 & -6.456708e+00 & 1.007054e+03 & 8.085938e+01 & -6.666654e+00 & 1.302301e+01 & 
2017090900 83.231384 -5.537198 6.836810e+00 & 8.293449e+01 & -5.870359e+00 & 1.104174e+01 & 8.320449e+01 & -5.545542e+00 & 8.564506e+00 & 8.491959e+01 & -4.416616e+00 & 7.905685e+00 & 8.444097e+01 & -4.418983e+00 & 7.359326e+00 & 8.355225e+01 & -5.267604e+00 & 5.174228e+00 & 8.408822e+01 & -4.582906e+00 & 4.330907e+00 & 8.260799e+01 & -5.677694e+00 & 1.004920e+03 & 8.085938e+01 & -5.263148e+00 & 1.405384e+01 & 
2017090906 82.870148 -5.404298 6.906814e+00 & 8.294174e+01 & -5.310532e+00 & 1.083051e+01 & 8.309841e+01 & -5.293738e+00 & 8.775341e+00 & 8.330228e+01 & -5.749822e+00 & 7.177986e+00 & 8.302024e+01 & -6.054591e+00 & 7.580903e+00 & 8.233426e+01 & -6.451735e+00 & 5.245366e+00 & 8.250955e+01 & -6.554569e+00 & 4.456275e+00 & 8.262884e+01 & -5.037680e+00 & 1.006744e+03 & 8.367188e+01 & -1.087717e+01 & 1.232610e+01 & 
2017090912 82.580124 -5.403634 6.843252e+00 & 8.257393e+01 & -5.109134e+00 & 1.090831e+01 & 8.269986e+01 & -5.330889e+00 & 8.706697e+00 & 8.235565e+01 & -5.868710e+00 & 6.881174e+00 & 8.287526e+01 & -6.457129e+00 & 6.876139e+00 & 8.227217e+01 & -6.570153e+00 & 5.929397e+00 & 8.084508e+01 & -8.034182e+00 & 4.712179e+00 & 8.285756e+01 & -4.998385e+00 & 1.004870e+03 & 8.296875e+01 & -1.017542e+01 & 1.389319e+01 & 
2017090918 82.508125 -5.545301 6.491754e+00 & 8.242594e+01 & -5.539490e+00 & 1.010892e+01 & 8.251936e+01 & -5.327706e+00 & 9.148688e+00 & 8.186135e+01 & -5.884624e+00 & 6.348830e+00 & 8.290913e+01 & -6.996279e+00 & 5.744174e+00 & 8.245773e+01 & -7.276842e+00 & 4.830752e+00 & 1.000000e+25 & 1.000000e+25 & -6.498442e-01 & 8.321181e+01 & -4.924964e+00 & 1.006343e+03 & 8.156250e+01 & -9.473666e+00 & 1.371808e+01 & 
2017091000 82.531540 -5.757198 6.158840e+00 & 8.235197e+01 & -5.443377e+00 & 9.072748e+00 & 8.287164e+01 & -5.375617e+00 & 8.353912e+00 & 8.236082e+01 & -6.422102e+00 & 6.603017e+00 & 8.246222e+01 & -7.664089e+00 & 6.332532e+00 & 8.279198e+01 & -8.233423e+00 & 6.020403e+00 & 8.264040e+01 & -8.198331e+00 & 3.753211e+00 & 8.303720e+01 & -5.369438e+00 & 1.005075e+03 & 8.156250e+01 & -8.771913e+00 & 1.287336e+01 & 
TRACK_ID  5616 START_TIME 2017090906
POINT_NUM  22
2017090906 227.518936 -37.224510 6.526340e+00 & 2.271813e+02 & -3.710104e+01 & 1.148439e+01 & 2.276005e+02 & -3.751086e+01 & 7.783806e+00 & 2.285406e+02 & -3.827472e+01 & 7.549079e+00 & 2.284996e+02 & -3.875891e+01 & 6.496516e+00 & 2.278594e+02 & -3.945155e+01 & 4.110518e+00 & 2.283308e+02 & -3.799413e+01 & 3.926890e-02 & 2.260376e+02 & -3.570826e+01 & 1.015161e+03 & 2.278125e+02 & -3.894728e+01 & 1.641248e+01 & 
2017090912 227.113525 -37.887596 6.376194e+00 & 2.284489e+02 & -3.903377e+01 & 1.068568e+01 & 2.282593e+02 & -3.948595e+01 & 7.808784e+00 & 2.280904e+02 & -3.970953e+01 & 6.284686e+00 & 2.282865e+02 & -4.016079e+01 & 5.043227e+00 & 2.274372e+02 & -4.098060e+01 & 2.196118e+00 & 2.251919e+02 & -4.252990e+01 & 1.859947e+00 & 2.268943e+02 & -3.710175e+01 & 1.013308e+03 & 2.320312e+02 & -3.754378e+01 & 1.477001e+01 & 
2017090918 228.682800 -39.747757 6.863736e+00 & 2.295195e+02 & -4.048740e+01 & 1.203897e+01 & 2.291967e+02 & -4.065473e+01 & 8.434280e+00 & 2.279330e+02 & -3.952538e+01 & 7.316112e+00 & 2.281891e+02 & -3.867632e+01 & 5.824934e+00 & 2.292289e+02 & -3.814455e+01 & 6.760334e+00 & 1.000000e+25 & 1.000000e+25 & 1.635205e+00 & 2.289241e+02 & -4.028746e+01 & 1.013802e+03 & 2.320312e+02 & -4.105254e+01 & 1.435073e+01 & 
2017091000 229.388245 -40.851429 6.938097e+00 & 2.308943e+02 & -4.208715e+01 & 1.067429e+01 & 2.285880e+02 & -4.031211e+01 & 9.263746e+00 & 2.291822e+02 & -4.096666e+01 & 8.443439e+00 & 2.306971e+02 & -4.238388e+01 & 7.174321e+00 & 2.312674e+02 & -4.146948e+01 & 5.065553e+00 & 2.293281e+02 & -4.048802e+01 & 6.406587e+00 & 2.299804e+02 & -4.178591e+01 & 1.011548e+03 & 2.348438e+02 & -4.105254e+01 & 1.445056e+01 & 
2017091006 231.192886 -42.243423 6.654692e+00 & 2.334391e+02 & -4.409267e+01 & 9.699424e+00 & 2.304527e+02 & -4.185998e+01 & 9.413251e+00 & 2.300963e+02 & -4.185142e+01 & 7.664903e+00 & 2.280895e+02 & -4.105738e+01 & 7.309735e+00 & 2.269757e+02 & -4.096996e+01 & 8.219417e+00 & 2.263652e+02 & -4.120807e+01 & 8.187677e+00 & 2.316447e+02 & -4.326450e+01 & 1.011036e+03 & 2.355469e+02 & -4.105254e+01 & 1.510852e+01 & 
2017091012 234.512054 -44.750473 6.026097e+00 & 2.359380e+02 & -4.560789e+01 & 1.021739e+01 & 2.342743e+02 & -4.481235e+01 & 8.182352e+00 & 2.338408e+02 & -4.457743e+01 & 7.206682e+00 & 2.339885e+02 & -4.472490e+01 & 6.349134e+00 & 2.310062e+02 & -4.366206e+01 & 5.764824e+00 & 2.290835e+02 & -4.387954e+01 & 6.497635e+00 & 2.358969e+02 & -4.623786e+01 & 1.008327e+03 & 2.390625e+02 & -4.456129e+01 & 1.535795e+01 & 
2017091018 239.495346 -47.691151 5.838003e+00 & 2.403855e+02 & -4.794956e+01 & 9.838013e+00 & 2.391675e+02 & -4.791176e+01 & 8.209105e+00 & 2.397188e+02 & -4.831294e+01 & 7.678037e+00 & 2.400133e+02 & -4.848018e+01 & 5.652301e+00 & 2.383105e+02 & -4.781957e+01 & 4.561072e+00 & 2.381147e+02 & -4.865987e+01 & 5.659014e+00 & 2.403701e+02 & -4.866279e+01 & 1.006287e+03 & 2.432812e+02 & -4.596480e+01 & 1.589587e+01 & 
2017091100 245.466141 -49.827156 5.883532e+00 & 2.457941e+02 & -4.970535e+01 & 1.146509e+01 & 2.450780e+02 & -4.996606e+01 & 8.151897e+00 & 2.455583e+02 & -5.041304e+01 & 6.763334e+00 & 2.450971e+02 & -5.051601e+01 & 5.029562e+00 & 2.450650e+02 & -5.082927e+01 & 5.261008e+00 & 2.448389e+02 & -5.116478e+01 & 6.150302e+00 & 2.458307e+02 & -5.052188e+01 & 1.001383e+03 & 2.475000e+02 & -4.666655e+01 & 1.686466e+01 & 
2017091106 251.436111 -51.396072 6.276707e+00 & 2.521535e+02 & -5.119255e+01 & 1.177541e+01 & 2.513559e+02 & -5.180195e+01 & 9.151759e+00 & 2.521583e+02 & -5.266768e+01 & 7.421661e+00 & 2.523145e+02 & -5.301464e+01 & 5.187976e+00 & 2.513509e+02 & -5.211598e+01 & 4.809975e+00 & 1.000000e+25 & 1.000000e+25 & 1.348678e+00 & 2.515319e+02 & -5.193386e+01 & 9.966484e+02 & 2.545312e+02 & -4.877180e+01 & 1.818012e+01 & 
2017091112 259.343140 -52.575073 6.658260e+00 & 2.605453e+02 & -5.260088e+01 & 1.043653e+01 & 2.589706e+02 & -5.248583e+01 & 8.843907e+00 & 2.599930e+02 & -5.344660e+01 & 7.630553e+00 & 2.604966e+02 & -5.484042e+01 & 5.958640e+00 & 1.000000e+25 & 1.000000e+25 & 2.592109e+00 & 1.000000e+25 & 1.000000e+25 & -2.661641e-01 & 2.596262e+02 & -5.306203e+01 & 9.915648e+02 & 2.594531e+02 & -4.947356e+01 & 1.835489e+01 & 
2017091118 267.499664 -53.402767 8.402102e+00 & 2.674594e+02 & -5.360262e+01 & 1.247960e+01 & 2.677602e+02 & -5.356381e+01 & 1.096848e+01 & 2.686568e+02 & -5.419942e+01 & 1.030218e+01 & 2.682286e+02 & -5.473371e+01 & 8.163233e+00 & 1.000000e+25 & 1.000000e+25 & 6.231306e+00 & 1.000000e+25 & 1.000000e+25 & 3.575656e+00 & 2.680175e+02 & -5.432750e+01 & 9.827336e+02 & 2.664844e+02 & -4.947356e+01 & 1.892793e+01 & 
2017091200 276.949371 -54.235168 1.036914e+01 & 2.767195e+02 & -5.470906e+01 & 1.540187e+01 & 2.763469e+02 & -5.434768e+01 & 1.310036e+01 & 2.772708e+02 & -5.457978e+01 & 1.293615e+01 & 2.756949e+02 & -5.504843e+01 & 1.111942e+01 & 2.719992e+02 & -5.329947e+01 & 1.316744e+01 & 2.728836e+02 & -5.451547e+01 & 1.540383e+01 & 2.765517e+02 & -5.502699e+01 & 9.745231e+02 & 2.833594e+02 & -5.228056e+01 & 2.539830e+01 & 
