0
0 0
TRACK_NUM        74 ADD_FLD    8  24 &11111111
TRACK_ID  20 START_TIME 2017010518
POINT_NUM  50
2017010518 133.388885 4.853510 5.546766e+00 & 1.336126e+02 & 3.975908e+00 & 7.565207e+00 & 1.329887e+02 & 5.132054e+00 & 6.504945e+00 & 1.323190e+02 & 6.234848e+00 & 6.095621e+00 & 1.322457e+02 & 6.583859e+00 & 5.910327e+00 & 1.320160e+02 & 6.427974e+00 & 4.204072e+00 & 1.329432e+02 & 4.113027e+00 & 2.293270e+00 & 1.340163e+02 & 4.926124e+00 & 1.003367e+03 & 1.321875e+02 & 3.859642e+00 & 1.095951e+01 & 
2017010600 132.673325 4.887076 6.323066e+00 & 1.331361e+02 & 3.888005e+00 & 9.188251e+00 & 1.325797e+02 & 5.215424e+00 & 8.329127e+00 & 1.319098e+02 & 5.566514e+00 & 7.252728e+00 & 1.308672e+02 & 6.364136e+00 & 5.816744e+00 & 1.294943e+02 & 6.497338e+00 & 5.727385e+00 & 1.293213e+02 & 7.193431e+00 & 2.758206e+00 & 1.337007e+02 & 4.846460e+00 & 1.005334e+03 & 1.300781e+02 & 1.017542e+01 & 1.251240e+01 & 
2017010606 132.307419 4.848555 6.054921e+00 & 1.331156e+02 & 4.580760e+00 & 8.987350e+00 & 1.326300e+02 & 4.909385e+00 & 7.841653e+00 & 1.320165e+02 & 4.843707e+00 & 6.903584e+00 & 1.317991e+02 & 4.785416e+00 & 5.901681e+00 & 1.332658e+02 & 4.740765e+00 & 4.387154e+00 & 1.330681e+02 & 5.027928e+00 & 3.926800e+00 & 1.323096e+02 & 5.474981e+00 & 1.003050e+03 & 1.342969e+02 & 1.754383e+00 & 1.189118e+01 & 
2017010612 131.581375 5.498845 7.268119e+00 & 1.322532e+02 & 5.396335e+00 & 1.004209e+01 & 1.316098e+02 & 5.650229e+00 & 9.544932e+00 & 1.315257e+02 & 5.771500e+00 & 8.142015e+00 & 1.318987e+02 & 5.530669e+00 & 6.539502e+00 & 1.329353e+02 & 5.307706e+00 & 5.081603e+00 & 1.332634e+02 & 5.027092e+00 & 4.672315e+00 & 1.315848e+02 & 5.844919e+00 & 1.003648e+03 & 1.286719e+02 & 5.964901e+00 & 1.699624e+01 & 
2017010618 130.709808 5.743955 8.234982e+00 & 1.310614e+02 & 5.660714e+00 & 1.163961e+01 & 1.308501e+02 & 5.769823e+00 & 1.165107e+01 & 1.305343e+02 & 6.059624e+00 & 9.976346e+00 & 1.297927e+02 & 6.505755e+00 & 8.827801e+00 & 1.294814e+02 & 6.470137e+00 & 6.096696e+00 & 1.314117e+02 & 6.104321e+00 & 3.339345e+00 & 1.310345e+02 & 5.886084e+00 & 1.000561e+03 & 1.307812e+02 & 6.666654e+00 & 1.392551e+01 & 
2017010700 130.424438 6.447008 8.478817e+00 & 1.307043e+02 & 6.318367e+00 & 1.202083e+01 & 1.305441e+02 & 6.456419e+00 & 1.229848e+01 & 1.302736e+02 & 6.726325e+00 & 1.085029e+01 & 1.296142e+02 & 7.038818e+00 & 9.046556e+00 & 1.288009e+02 & 7.005513e+00 & 8.058563e+00 & 1.296004e+02 & 7.036220e+00 & 4.657415e+00 & 1.308608e+02 & 6.136992e+00 & 1.003122e+03 & 1.314844e+02 & 6.666654e+00 & 1.315058e+01 & 
2017010706 129.422806 7.528822 7.268533e+00 & 1.302770e+02 & 6.993945e+00 & 9.741418e+00 & 1.297596e+02 & 7.623117e+00 & 9.469451e+00 & 1.283850e+02 & 7.667736e+00 & 1.031147e+01 & 1.278275e+02 & 8.103703e+00 & 1.081671e+01 & 1.277491e+02 & 8.048204e+00 & 8.251134e+00 & 1.278883e+02 & 8.151811e+00 & 5.489136e+00 & 1.307558e+02 & 6.611723e+00 & 1.000647e+03 & 1.314844e+02 & 7.368407e+00 & 1.169878e+01 & 
2017010712 128.542297 7.964004 7.281129e+00 & 1.289228e+02 & 7.742480e+00 & 1.123162e+01 & 1.287151e+02 & 8.238813e+00 & 9.722554e+00 & 1.275676e+02 & 8.249530e+00 & 9.805674e+00 & 1.268717e+02 & 8.624073e+00 & 1.040802e+01 & 1.264079e+02 & 8.801418e+00 & 8.956950e+00 & 1.259678e+02 & 8.608297e+00 & 6.955424e+00 & 1.284320e+02 & 8.071505e+00 & 1.003732e+03 & 1.307812e+02 & 1.228068e+01 & 1.227671e+01 & 
2017010718 127.379173 8.768288 7.519464e+00 & 1.279536e+02 & 8.425014e+00 & 1.052285e+01 & 1.275100e+02 & 8.923015e+00 & 1.039390e+01 & 1.268433e+02 & 8.989852e+00 & 1.096265e+01 & 1.264743e+02 & 8.996213e+00 & 1.154719e+01 & 1.259756e+02 & 9.578999e+00 & 1.121306e+01 & 1.250797e+02 & 9.550514e+00 & 7.591049e+00 & 1.279830e+02 & 8.115854e+00 & 1.001320e+03 & 1.279688e+02 & 1.228068e+01 & 1.160506e+01 & 
2017010800 126.551147 8.903511 6.845198e+00 & 1.275533e+02 & 8.355016e+00 & 9.980734e+00 & 1.264165e+02 & 9.157518e+00 & 9.036998e+00 & 1.261279e+02 & 9.626431e+00 & 9.690511e+00 & 1.259360e+02 & 9.851824e+00 & 9.992176e+00 & 1.253122e+02 & 1.010776e+01 & 9.739620e+00 & 1.242283e+02 & 9.812423e+00 & 6.923142e+00 & 1.275632e+02 & 8.251495e+00 & 1.002715e+03 & 1.279688e+02 & 7.368407e+00 & 2.149788e+01 & 
2017010806 126.473351 9.290185 8.086560e+00 & 1.269444e+02 & 9.443515e+00 & 1.225873e+01 & 1.264920e+02 & 9.210614e+00 & 1.127688e+01 & 1.262738e+02 & 9.836216e+00 & 9.172709e+00 & 1.257924e+02 & 1.040380e+01 & 8.128744e+00 & 1.241811e+02 & 1.040085e+01 & 8.038251e+00 & 1.233780e+02 & 1.092321e+01 & 7.902820e+00 & 1.273907e+02 & 8.918950e+00 & 1.000333e+03 & 1.279688e+02 & 8.070160e+00 & 1.459214e+01 & 
2017010812 126.035728 9.197649 7.925624e+00 & 1.264166e+02 & 9.422998e+00 & 1.231946e+01 & 1.260310e+02 & 9.147288e+00 & 1.164579e+01 & 1.258416e+02 & 9.669264e+00 & 8.441382e+00 & 1.245276e+02 & 1.032803e+01 & 7.441480e+00 & 1.242344e+02 & 1.192813e+01 & 7.418683e+00 & 1.206230e+02 & 1.026420e+01 & 5.588027e+00 & 1.268695e+02 & 9.502962e+00 & 1.001792e+03 & 1.286719e+02 & 9.473666e+00 & 1.672373e+01 & 
2017010818 125.252617 9.797028 7.485941e+00 & 1.257094e+02 & 9.628104e+00 & 1.037633e+01 & 1.252342e+02 & 9.806535e+00 & 1.004743e+01 & 1.246258e+02 & 1.029594e+01 & 9.720984e+00 & 1.240436e+02 & 1.004042e+01 & 9.521850e+00 & 1.232323e+02 & 1.096528e+01 & 7.474258e+00 & 1.199200e+02 & 1.092342e+01 & 4.821909e+00 & 1.264508e+02 & 9.975109e+00 & 1.002253e+03 & 1.272656e+02 & 1.017542e+01 & 1.067105e+01 & 
2017010900 124.335243 9.774719 6.849606e+00 & 1.249466e+02 & 1.000893e+01 & 9.284851e+00 & 1.241541e+02 & 9.908236e+00 & 9.609940e+00 & 1.235942e+02 & 9.978096e+00 & 9.148617e+00 & 1.234823e+02 & 1.002842e+01 & 7.232891e+00 & 1.220324e+02 & 1.048057e+01 & 7.345252e+00 & 1.190510e+02 & 1.017267e+01 & 4.773309e+00 & 1.255186e+02 & 1.025155e+01 & 1.005628e+03 & 1.223438e+02 & 1.228068e+01 & 1.058748e+01 & 
2017010906 123.722084 9.775632 5.977009e+00 & 1.235901e+02 & 9.986759e+00 & 7.514706e+00 & 1.235092e+02 & 1.001532e+01 & 8.148902e+00 & 1.230628e+02 & 1.007660e+01 & 7.763667e+00 & 1.227611e+02 & 1.028412e+01 & 6.228905e+00 & 1.209988e+02 & 1.017835e+01 & 5.798524e+00 & 1.171148e+02 & 9.176929e+00 & 4.494599e+00 & 1.243068e+02 & 1.015797e+01 & 1.003634e+03 & 1.237500e+02 & 1.157893e+01 & 1.045255e+01 & 
2017010912 122.850296 9.584485 5.731346e+00 & 1.227703e+02 & 9.626397e+00 & 7.317129e+00 & 1.223966e+02 & 1.010607e+01 & 8.042681e+00 & 1.219395e+02 & 1.032414e+01 & 7.807790e+00 & 1.220046e+02 & 9.662347e+00 & 6.172257e+00 & 1.195595e+02 & 9.605484e+00 & 4.272570e+00 & 1.000000e+25 & 1.000000e+25 & -1.192295e+00 & 1.225737e+02 & 9.726395e+00 & 1.006207e+03 & 1.272656e+02 & 1.017542e+01 & 1.150040e+01 & 
